hhid,sexe_chef_bin,age_chef,educ_hi_chef,annees_scol_chef,niveau_instruction_chef,diplome_chef,activite_chef,branch_chef,csp_chef,departement,departement_nom,milieu,milieu_urbain,hhweight,dep_totale_annuelle,dep_educ,educ_hi_mere,niveau_instruction_mere,taille_menage,choc_economique,choc_naturel,choc_quelconque,tv,frigo,cuisin,ordin,decod,car,score_actifs,acces_electricite,logem,toilet,eauboi_ss,dep_percapita,log_dep_totale,log_dep_percapita,chef_instruit,chef_superieur,ethnie_chef_code,religion_chef_code,mstat_chef_code,agemar_chef,nation_chef_code,internet_chef,telpor_chef,bank_chef,handit_chef,handig_chef,moustiq_chef,couvmal_chef,alfa_chef,annee_naissance_chef,religion_chef_lbl,mstat_chef_lbl,mur_ameliore,toit_ameliore,sol_ameliore,eauboi_sp_ameliore,elec_urbain,elec_autre,ordure_amelioree,eval_toilettes,eval_eau,actif_fer,superficie_terre_ha,nb_gros_ruminants,nb_petits_ruminants,nb_porcins,nb_lapins,nb_volailles,choc_idiosyncr_demo,choc_collectif_naturel,choc_collectif_eco,choc_idiosyncr_eco,choc_collectif_violence,choc_collectif_autre
420800,1,35,1,0,1_Aucun,0,Emploi,10.0,9.0,8,Littoral,1,1,331.101137652785,2227288.37948172,47000.0,1.0,1_Aucun,8,0,0,1,0,0,0,0,0,0,0,1,4,1,1,278411.047435216,14.6162954302143,12.5368538885345,0,0,16.0,2,2,20.0,1,1,1,1,0,0,1,0,0,25,2_Musulman,2_Marie monogame,1,1,1,1,0,1,1,1,0,0,,0,0,0,0,0,1,0,0,1,0,0
421015,1,53,1,0,1_Aucun,0,Emploi,7.0,9.0,8,Littoral,1,1,243.332018559743,1081499.30064174,0.0,,,1,0,1,1,0,0,0,0,0,0,0,1,2,1,1,1081499.30064174,13.8938588777192,13.8938588777192,0,0,12.0,2,5,25.0,1,0,1,1,0,0,1,0,0,11,2_Musulman,5_Veuf/Veuve,0,1,1,1,1,0,1,0,0,0,,0,0,0,0,0,0,1,0,0,0,0
421034,1,34,4,9,3_Secondaire1,1,Emploi,8.0,3.0,8,Littoral,1,1,243.332018559743,1028140.65377372,0.0,,,1,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1028140.65377372,13.843262538375,13.843262538375,1,0,15.0,2,2,29.0,1,1,1,1,0,0,0,0,1,11,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
421049,0,62,1,0,1_Aucun,0,Emploi,4.0,9.0,8,Littoral,1,1,466.247805247753,2316668.48897879,36800.0,1.0,1_Aucun,7,0,0,0,0,0,0,0,0,0,0,1,2,1,1,330952.641282685,14.6556407154821,12.7097305664268,0,0,8.0,2,5,35.0,1,0,1,0,1,0,1,0,0,14,2_Musulman,5_Veuf/Veuve,1,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
421052,1,50,1,0,1_Aucun,0,Emploi,2.0,9.0,8,Littoral,1,1,243.332018559743,1847400.53618513,0.0,,,2,0,0,0,1,0,0,0,0,0,1,1,1,1,1,923700.268092564,14.4292900933783,13.7361429128184,0,0,11.0,2,4,25.0,1,0,1,0,0,0,1,0,0,11,2_Musulman,4_Union libre,1,1,1,1,1,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
421053,0,43,1,0,1_Aucun,0,Emploi,4.0,4.0,8,Littoral,1,1,466.247805247753,522830.323120117,22500.0,1.0,1_Aucun,3,0,0,0,0,0,0,0,0,0,0,1,3,1,1,174276.774373372,13.1670122604276,12.0683999717595,0,0,8.0,2,7,27.0,1,0,1,0,1,0,0,0,0,11,2_Musulman,7_Autre,1,1,1,0,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
421075,1,45,1,0,1_Aucun,0,Emploi,8.0,9.0,8,Littoral,1,1,466.247805247753,1468638.93688529,0.0,,,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1468638.93688529,14.1998466365757,14.1998466365757,0,0,,1,1,,11,0,0,0,0,0,1,0,0,14,1_Catholique,1_Celibataire,0,1,1,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
421088,1,28,3,6,2_Primaire,0,Emploi,4.0,9.0,8,Littoral,1,1,243.332018559743,3182231.54722377,76000.0,3.0,2_Primaire,5,0,0,0,1,0,0,0,0,0,1,1,4,0,1,636446.309444754,14.9730932530589,13.3636553406248,1,0,15.0,2,4,20.0,1,1,1,0,0,0,1,0,1,11,2_Musulman,4_Union libre,1,1,1,1,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
421106,1,31,1,0,1_Aucun,0,Emploi,4.0,9.0,8,Littoral,1,1,243.332018559743,1419953.39707729,0.0,1.0,1_Aucun,4,0,0,0,0,0,0,0,0,0,0,0,3,0,1,354988.349269322,14.1661346100792,12.7798402489593,0,0,3.0,2,2,17.0,1,1,1,1,0,0,1,0,1,11,2_Musulman,2_Marie monogame,1,1,1,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
421124,1,31,3,6,2_Primaire,0,Emploi,11.0,9.0,8,Littoral,1,1,243.332018559743,971887.11504255,7500.0,1.0,1_Aucun,4,0,0,0,0,0,0,0,0,0,0,0,3,1,1,242971.778760638,13.7869949399107,12.4007005787908,1,0,44.0,1,2,18.0,1,1,1,1,0,0,1,0,1,11,1_Catholique,2_Marie monogame,1,1,1,1,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
421160,1,29,4,9,3_Secondaire1,1,Emploi,4.0,3.0,8,Littoral,1,1,243.332018559743,1605913.57725307,12500.0,1.0,1_Aucun,5,0,0,0,0,0,0,0,0,0,0,1,3,1,0,321182.715450614,14.2892033596207,12.6797654471866,1,0,6.0,1,2,21.0,1,1,1,1,0,0,1,0,1,11,1_Catholique,2_Marie monogame,1,1,1,0,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
421215,1,31,4,9,3_Secondaire1,1,Emploi,5.0,9.0,8,Littoral,1,1,243.332018559743,2516076.8375157,33000.0,3.0,2_Primaire,4,0,0,0,0,0,0,0,0,0,0,1,3,0,1,629019.209378924,14.7382114358893,13.3519170747694,1,0,11.0,2,4,22.0,1,1,1,0,0,0,1,0,1,11,2_Musulman,4_Union libre,1,1,1,1,0,1,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
421226,0,36,1,0,1_Aucun,0,Emploi,6.0,9.0,8,Littoral,1,1,466.247805247753,442121.166870117,0.0,1.0,1_Aucun,2,0,0,1,0,0,0,0,0,0,0,1,4,1,0,221060.583435059,12.9993392566825,12.3061920761226,0,0,6.0,2,7,25.0,1,0,1,0,0,0,0,0,0,14,2_Musulman,7_Autre,1,1,1,0,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
422008,1,35,4,9,3_Secondaire1,1,Emploi,11.0,4.0,8,Littoral,1,1,206.121675015432,2224788.42041016,73000.0,1.0,1_Aucun,5,0,0,1,1,0,0,0,1,0,2,1,1,0,1,444957.684082031,14.6151723771105,13.0057344646764,1,0,11.0,2,2,20.0,1,0,1,1,0,0,1,0,1,29,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
422026,1,68,3,6,2_Primaire,0,Retraite,,,8,Littoral,1,1,206.121675015432,1606211.91444615,0.0,,,2,0,0,1,0,0,0,0,0,0,0,1,2,0,1,803105.957223075,14.2893891164939,13.596241935934,1,0,11.0,2,2,23.0,1,0,1,1,1,1,1,0,1,29,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
422029,1,54,3,6,2_Primaire,0,Emploi,11.0,9.0,8,Littoral,1,1,398.927333457008,2499107.19376046,88100.0,4.0,3_Secondaire1,6,0,0,1,1,0,0,0,1,0,2,1,4,1,1,416517.865626744,14.7314441035592,12.9396846343311,1,0,11.0,2,2,28.0,1,1,1,1,0,0,1,0,1,1,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,1,0,0
422044,1,48,1,0,1_Aucun,0,Emploi,7.0,10.0,8,Littoral,1,1,206.121675015432,3944562.15621512,53300.0,3.0,2_Primaire,7,1,0,1,1,0,0,0,1,0,2,1,1,0,1,563508.879459304,15.1878485190849,13.2419383700296,0,0,11.0,2,2,19.0,1,1,1,1,0,0,1,0,0,29,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
422081,1,51,4,9,3_Secondaire1,1,Emploi,5.0,9.0,8,Littoral,1,1,206.121675015432,3413281.81209891,204500.0,1.0,1_Aucun,6,1,1,1,0,0,0,0,0,0,0,1,4,0,1,568880.302016485,15.043184794682,13.2514253254539,1,0,11.0,1,2,27.0,1,1,1,1,0,0,1,0,1,29,1_Catholique,2_Marie monogame,1,1,1,1,1,0,1,1,0,0,,0,0,0,0,0,0,1,1,0,0,0
422134,1,48,4,9,3_Secondaire1,1,Emploi,4.0,9.0,8,Littoral,1,1,398.927333457008,1827553.53198242,34500.0,,,3,1,1,1,0,0,0,0,0,0,0,0,4,0,1,609184.510660807,14.4184887626435,13.3198764739754,1,0,11.0,3,6,27.0,1,1,1,1,0,0,1,0,1,30,3_Protestant/Celeste,6_Divorce/Separe,1,1,1,1,0,0,1,1,1,0,,0,0,0,0,0,1,1,1,0,0,0
422155,1,43,1,0,1_Aucun,0,Emploi,4.0,9.0,8,Littoral,1,1,206.121675015432,1463725.96728516,0.0,1.0,1_Aucun,4,1,1,1,0,0,0,0,0,0,0,0,4,0,1,365931.491821289,14.1964957751667,12.8102014140468,0,0,11.0,2,2,24.0,1,1,1,1,1,0,1,0,0,29,2_Musulman,2_Marie monogame,0,1,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,1,1,0,0,0
422173,0,37,9,17,5_Superieur,5,Emploi,6.0,9.0,8,Littoral,1,1,206.121675015432,2283883.19238281,81000.0,9.0,5_Superieur,5,1,1,1,0,0,0,0,0,0,0,1,3,0,1,456776.638476563,14.6413877067615,13.0319497943274,1,1,11.0,2,6,20.0,1,1,1,1,0,0,1,0,1,29,2_Musulman,6_Divorce/Separe,1,1,1,1,1,0,1,1,0,0,,0,0,0,0,0,0,1,1,0,0,0
422191,1,34,3,6,2_Primaire,0,Emploi,5.0,9.0,8,Littoral,1,1,206.121675015432,1028958.08666992,0.0,1.0,1_Aucun,4,0,1,1,0,0,0,0,0,0,0,1,4,0,1,257239.521667481,13.8440572818874,12.4577629207675,1,0,11.0,2,2,28.0,1,1,1,1,0,0,1,0,1,29,2_Musulman,2_Marie monogame,0,1,1,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0,1,0,0
422205,1,40,4,9,3_Secondaire1,1,Emploi,8.0,4.0,8,Littoral,1,1,398.927333457008,2150638.96886335,17000.0,4.0,3_Secondaire1,3,0,0,1,1,0,0,0,0,0,1,1,2,0,1,716879.656287784,14.5812755507704,13.4826632621023,1,0,11.0,1,2,24.0,1,1,1,1,0,0,1,0,1,1,1_Catholique,2_Marie monogame,1,1,1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
422228,1,51,4,9,3_Secondaire1,1,Emploi,5.0,3.0,8,Littoral,1,1,206.121675015432,3087117.96141706,73700.0,6.0,4_Secondaire2,6,1,0,1,1,1,0,0,1,0,3,1,3,1,1,514519.660236177,14.9427485150694,13.1509890458414,1,0,11.0,2,2,26.0,1,1,1,1,0,0,1,0,1,29,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,1,1,0,,0,0,0,0,0,1,0,1,1,0,0
422247,1,42,8,15,5_Superieur,5,Emploi,11.0,9.0,8,Littoral,1,1,206.121675015432,2608873.38387626,268000.0,4.0,3_Secondaire1,6,0,0,1,1,0,0,0,1,0,2,1,4,1,1,434812.230646043,14.7744290324224,12.9826695631943,1,1,11.0,2,2,24.0,1,1,1,1,0,0,1,0,1,29,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,1,0,0
423001,1,61,3,6,2_Primaire,0,Retraite,,,8,Littoral,1,1,231.53972025586,2917889.61508615,0.0,1.0,1_Aucun,2,0,0,0,1,0,0,0,0,1,2,1,1,1,1,1458944.80754307,14.8863711783864,14.1932239978265,1,0,6.0,2,4,30.0,1,1,1,0,0,0,1,0,1,17,2_Musulman,4_Union libre,1,1,1,1,1,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
423013,1,52,1,0,1_Aucun,0,Emploi,4.0,9.0,8,Littoral,1,1,364.532691621094,4610600.9488351,168600.0,1.0,1_Aucun,6,0,0,0,1,0,0,0,0,0,1,1,3,1,1,768433.491472517,15.3438687641419,13.5521092949138,0,0,9.0,2,4,35.0,1,1,1,0,0,0,1,0,1,18,2_Musulman,4_Union libre,1,1,1,1,1,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
423025,1,35,3,6,2_Primaire,0,Emploi,9.0,9.0,8,Littoral,1,1,231.53972025586,1561956.01778739,13000.0,3.0,2_Primaire,4,0,0,0,0,0,0,0,0,0,0,0,4,0,1,390489.004446847,14.2614494513588,12.8751550902389,1,0,6.0,2,4,25.0,1,0,1,0,0,0,1,0,1,17,2_Musulman,4_Union libre,1,1,1,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
423049,0,43,3,6,2_Primaire,0,Emploi,7.0,9.0,8,Littoral,1,1,364.532691621094,1200776.42712402,41800.0,3.0,2_Primaire,4,0,0,0,0,0,0,0,0,0,0,1,3,1,1,300194.106781006,13.9984789281327,12.6121845670128,1,0,18.0,2,7,24.0,1,1,1,0,0,0,1,0,1,17,2_Musulman,7_Autre,1,1,1,1,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
423061,1,67,8,15,5_Superieur,6,Retraite,,,8,Littoral,1,1,231.53972025586,3572949.68540737,0.0,4.0,3_Secondaire1,3,0,0,0,1,1,0,0,1,1,4,1,1,1,1,1190983.22846912,15.0889020550165,13.9902897663484,1,1,11.0,2,2,30.0,1,1,1,1,0,0,1,0,1,17,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,1,1,1,,0,0,0,0,0,0,0,0,0,0,0
423073,0,47,3,6,2_Primaire,0,Emploi,6.0,9.0,8,Littoral,1,1,231.53972025586,1745107.32299805,79500.0,3.0,2_Primaire,5,0,0,1,0,0,0,0,0,0,0,1,4,1,1,349021.464599609,14.3723266148782,12.7628887024441,1,0,13.0,2,5,28.0,1,0,1,0,0,0,1,0,1,18,2_Musulman,5_Veuf/Veuve,1,1,1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
423085,1,49,4,9,3_Secondaire1,1,Emploi,8.0,9.0,8,Littoral,1,1,364.532691621094,1816929.31926618,167500.0,3.0,2_Primaire,3,0,0,0,1,0,0,0,0,0,1,1,3,1,1,605643.106422061,14.4126584469333,13.3140461582652,1,0,8.0,2,2,32.0,1,1,1,1,0,0,1,0,1,17,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
423098,1,46,3,6,2_Primaire,0,Emploi,6.0,9.0,8,Littoral,1,1,231.53972025586,1076417.06619699,0.0,3.0,2_Primaire,2,0,0,0,0,0,0,0,0,0,0,1,4,1,1,538208.533098493,13.8891485525931,13.1960013720331,1,0,14.0,2,2,25.0,1,0,1,1,0,0,1,0,1,17,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
423122,1,54,9,17,5_Superieur,6,Emploi,11.0,9.0,8,Littoral,1,1,231.53972025586,3355376.0864345,0.0,,,4,0,0,0,1,0,0,1,0,0,2,1,1,0,1,838844.021608625,15.0260744194034,13.6397800582835,1,1,8.0,2,5,30.0,1,1,1,0,0,0,1,0,1,17,2_Musulman,5_Veuf/Veuve,1,1,1,1,1,0,1,1,0,1,,0,0,0,0,0,0,0,0,0,0,0
423146,0,43,3,6,2_Primaire,0,Retraite,,,8,Littoral,1,1,364.532691621094,803427.851998465,0.0,3.0,2_Primaire,2,0,0,0,0,0,0,0,0,0,0,1,3,1,1,401713.925999233,13.5966426679669,12.903495487407,1,0,11.0,2,7,25.0,1,0,1,1,0,0,1,0,1,18,2_Musulman,7_Autre,1,1,1,1,1,0,1,1,1,0,,0,0,0,0,0,0,0,0,0,0,0
423158,1,39,6,11,4_Secondaire2,2,Emploi,5.0,9.0,8,Littoral,1,1,231.53972025586,1793062.60113525,115000.0,3.0,2_Primaire,4,0,0,0,0,0,0,0,1,0,1,1,4,1,1,448265.650283814,14.3994356661637,13.0131413050438,1,0,9.0,2,2,22.0,1,1,1,1,0,0,1,0,1,18,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
423801,1,41,1,0,1_Aucun,0,Emploi,6.0,9.0,8,Littoral,1,1,364.532691621094,3044133.11117118,164500.0,1.0,1_Aucun,7,0,0,0,1,0,0,0,1,0,2,1,3,1,1,434876.15873874,14.9287267260389,12.9828165769836,0,0,11.0,1,2,28.0,1,0,1,1,0,0,1,0,0,17,1_Catholique,2_Marie monogame,1,1,1,1,1,0,1,1,1,0,,0,0,0,0,0,0,0,0,0,0,0
424001,1,50,4,9,3_Secondaire1,1,Emploi,6.0,9.0,8,Littoral,1,1,288.173483981473,3582214.15893555,160000.0,3.0,2_Primaire,4,0,0,1,1,0,0,0,1,0,2,1,2,0,1,895553.539733887,15.0914916473465,13.7051972862266,1,0,11.0,2,2,24.0,1,1,1,1,1,0,1,0,1,8,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
424025,1,33,3,6,2_Primaire,1,Emploi,6.0,9.0,8,Littoral,1,1,288.173483981473,2800070.41158622,22000.0,1.0,1_Aucun,6,0,0,1,1,0,0,0,1,0,2,1,3,0,1,466678.401931036,14.8451551218243,13.0533956525963,1,0,11.0,2,2,22.0,1,1,1,1,0,0,1,0,1,8,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
424042,1,28,9,17,5_Superieur,7,Emploi,9.0,2.0,8,Littoral,1,1,288.173483981473,3215206.10961914,0.0,9.0,5_Superieur,2,1,0,1,1,0,0,1,1,0,3,1,4,1,1,1607603.05480957,14.9834020223452,14.2902548417853,1,1,11.0,2,2,25.0,1,1,1,1,0,0,1,0,1,8,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,1,1,0,,0,0,0,0,0,0,0,1,0,0,0
424053,1,52,4,9,3_Secondaire1,1,Emploi,8.0,3.0,8,Littoral,1,1,279.872340795559,3379929.37487793,75300.0,1.0,1_Aucun,8,0,0,1,0,0,0,0,0,0,0,1,3,0,1,422491.171859741,15.0333653722344,12.9539238305545,1,0,11.0,2,2,20.0,1,1,1,1,0,0,1,0,1,5,2_Musulman,2_Marie monogame,0,1,1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
424089,1,43,3,6,2_Primaire,0,Emploi,4.0,9.0,8,Littoral,1,1,279.872340795559,3740958.45363072,43500.0,1.0,1_Aucun,10,1,0,1,1,0,0,0,0,0,1,1,3,0,1,374095.845363072,15.1348524075832,12.8322673145891,1,0,11.0,1,2,21.0,1,1,1,1,0,0,1,0,1,5,1_Catholique,2_Marie monogame,1,1,1,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
424187,1,35,1,0,1_Aucun,0,Emploi,8.0,3.0,8,Littoral,1,1,288.173483981473,2413299.70996094,50700.0,1.0,1_Aucun,7,0,1,1,1,0,0,0,1,0,2,1,4,0,1,344757.101422991,14.6965055432601,12.7505953942048,0,0,6.0,2,2,28.0,1,1,1,1,0,0,1,0,0,8,2_Musulman,2_Marie monogame,0,1,1,1,1,0,0,0,0,0,,0,0,0,0,0,1,1,0,1,0,0
424196,1,49,1,0,1_Aucun,0,Emploi,5.0,9.0,8,Littoral,1,1,279.872340795559,1936476.88269043,85500.0,1.0,1_Aucun,6,1,1,1,0,0,0,0,0,0,0,1,2,0,1,322746.147115072,14.4763808401897,12.6846213709616,0,0,6.0,3,2,23.0,1,0,1,1,0,0,1,0,0,5,3_Protestant/Celeste,2_Marie monogame,1,1,0,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,1,0,0,0
424211,1,49,1,0,1_Aucun,0,Emploi,5.0,9.0,8,Littoral,1,1,288.173483981473,1632425.20739746,17500.0,1.0,1_Aucun,6,1,1,1,0,0,0,0,0,0,0,0,3,0,1,272070.867899577,14.305577324319,12.513817855091,0,0,11.0,2,2,25.0,1,0,1,1,0,0,1,0,0,8,2_Musulman,2_Marie monogame,0,1,0,1,0,0,1,1,0,0,,0,0,0,0,0,0,1,1,0,0,0
424215,1,37,4,9,3_Secondaire1,1,Emploi,10.0,9.0,8,Littoral,1,1,288.173483981473,1863877.78601074,28500.0,1.0,1_Aucun,5,1,1,1,0,0,0,0,0,0,0,1,4,0,1,372775.557202148,14.4381697066333,12.8287317941992,1,0,11.0,2,2,24.0,1,1,1,1,0,0,1,0,1,8,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,1,0,0,,0,0,0,0,0,0,1,1,0,0,0
424232,1,40,3,6,2_Primaire,0,Emploi,4.0,9.0,8,Littoral,1,1,279.872340795559,1737241.93719482,49600.0,1.0,1_Aucun,6,0,1,1,0,0,0,0,0,0,0,1,3,0,1,289540.322865804,14.3678093200346,12.5760498508066,1,0,11.0,2,2,26.0,1,1,1,1,0,0,1,0,1,5,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0,0,0,0
424267,1,51,1,0,1_Aucun,0,Emploi,8.0,3.0,8,Littoral,1,1,279.872340795559,2621115.455113,70850.0,1.0,1_Aucun,8,0,1,1,1,0,0,0,0,0,1,0,4,0,1,327639.431889125,14.7791105313594,12.6996689896796,0,0,11.0,2,3,23.0,1,0,1,1,0,0,1,0,0,5,2_Musulman,3_Marie polygame,0,1,1,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,0,0,0,0
424285,1,52,4,9,3_Secondaire1,1,Emploi,9.0,9.0,8,Littoral,1,1,279.872340795559,3176196.85119629,73200.0,4.0,3_Secondaire1,6,0,1,1,0,0,0,0,0,0,0,1,4,1,1,529366.141866048,14.9711950802837,13.1794356110556,1,0,9.0,1,3,15.0,1,1,1,1,1,1,1,0,1,5,1_Catholique,3_Marie polygame,1,1,1,1,1,0,1,1,0,0,,0,0,0,0,0,1,1,0,0,0,0
425140,0,40,1,0,1_Aucun,0,Emploi,7.0,9.0,8,Littoral,1,1,377.439497451845,969819.244506836,0.0,1.0,1_Aucun,2,0,0,1,0,0,0,0,0,0,0,0,3,1,1,484909.622253418,13.7848649872458,13.0917178066858,0,0,44.0,2,7,28.0,1,0,1,1,0,0,1,0,0,13,2_Musulman,7_Autre,1,1,1,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
425161,0,51,6,11,4_Secondaire2,2,Emploi,5.0,3.0,8,Littoral,1,1,265.727103091351,3443381.50442941,0.0,6.0,4_Secondaire2,2,0,0,0,1,1,0,0,1,0,3,1,4,1,1,1721690.7522147,15.0519645419996,14.3588173614396,1,0,45.0,2,7,25.0,1,1,1,1,1,0,1,0,1,12,2_Musulman,7_Autre,1,1,1,1,1,0,1,1,1,1,,0,0,0,0,0,0,0,0,0,0,0
425201,1,62,6,11,4_Secondaire2,2,Emploi,9.0,10.0,8,Littoral,1,1,265.727103091351,2246009.85189383,79500.0,4.0,3_Secondaire1,4,0,0,0,1,0,0,0,0,0,1,1,2,1,1,561502.462973459,14.6246658006885,13.2383714395686,1,0,11.0,2,3,29.0,1,1,1,1,0,0,1,0,1,12,2_Musulman,3_Marie polygame,1,1,1,1,1,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,0
425263,1,47,4,9,3_Secondaire1,1,Emploi,4.0,10.0,8,Littoral,1,1,265.727103091351,3619472.47334508,316200.0,3.0,2_Primaire,6,0,0,0,1,0,0,0,0,0,1,1,3,1,1,603245.412224179,15.1018388475877,13.3100793783596,1,0,11.0,2,2,30.0,1,1,1,1,0,0,1,0,1,12,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,1,1,1,,0,0,0,0,0,0,0,0,0,0,0
425283,1,39,6,11,4_Secondaire2,2,Emploi,11.0,3.0,8,Littoral,1,1,265.727103091351,2579372.12984794,0.0,6.0,4_Secondaire2,3,0,0,0,1,1,0,1,1,0,4,1,3,1,1,859790.709949312,14.7630565667568,13.6644442780887,1,0,11.0,2,2,35.0,1,1,1,1,0,0,0,0,1,12,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,0
425303,1,44,1,0,1_Aucun,0,Etudiant,,,8,Littoral,1,1,265.727103091351,1399125.44067383,42500.0,1.0,1_Aucun,6,0,0,0,0,0,0,0,0,0,0,1,4,1,1,233187.573445638,14.1513579141554,12.3595984449273,0,0,11.0,3,2,23.0,1,0,1,0,0,0,1,0,0,13,3_Protestant/Celeste,2_Marie monogame,1,1,1,1,1,0,1,1,1,0,,0,0,0,0,0,0,0,0,0,0,0
425802,0,37,3,6,2_Primaire,0,Emploi,6.0,9.0,8,Littoral,1,1,377.439497451845,1201268.30571638,0.0,3.0,2_Primaire,3,0,0,0,1,1,0,0,0,0,2,1,3,1,1,400422.768572126,13.9988884780403,12.9002761893722,1,0,11.0,2,1,,1,0,1,1,0,0,1,0,1,12,2_Musulman,1_Celibataire,1,1,1,1,1,0,1,1,1,0,,0,0,0,0,0,0,0,0,0,0,0
425803,1,46,3,6,2_Primaire,0,Emploi,10.0,9.0,8,Littoral,1,1,377.439497451845,8839270.0040031,237000.0,,,5,0,0,0,1,1,1,0,1,1,5,1,3,1,1,1767854.00080062,15.9947148524713,14.3852769400372,1,0,45.0,1,1,,1,1,1,1,1,0,1,0,1,12,1_Catholique,1_Celibataire,1,1,1,1,1,0,1,1,1,1,,0,0,0,0,0,0,0,0,0,0,0
425804,1,72,9,17,5_Superieur,8,Retraite,,,8,Littoral,1,1,377.439497451845,7946797.02203369,90000.0,9.0,5_Superieur,5,0,0,0,1,1,1,1,1,1,6,1,1,1,1,1589359.40440674,15.8882795151382,14.2788416027041,1,1,9.0,2,2,25.0,1,0,1,1,0,0,1,0,1,12,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,1,1,1,,0,0,0,0,0,0,0,0,0,0,0
425805,1,46,6,11,4_Secondaire2,2,Emploi,11.0,3.0,8,Littoral,1,1,377.439497451845,3747610.17107282,160500.0,9.0,5_Superieur,5,0,0,0,1,1,0,0,1,0,3,1,3,1,1,749522.034214565,15.1366289070786,13.5271909946445,1,0,44.0,1,2,35.0,1,1,1,1,0,0,1,0,1,12,1_Catholique,2_Marie monogame,1,1,1,1,1,0,1,1,0,1,,0,0,0,0,0,0,0,0,0,0,0
425806,1,67,4,9,3_Secondaire1,1,Retraite,,,8,Littoral,1,1,377.439497451845,4894009.75703648,142600.0,1.0,1_Aucun,7,0,0,0,1,0,0,0,0,0,1,1,1,1,1,699144.251005212,15.4035225166559,13.4576123676006,1,0,11.0,2,3,25.0,1,0,1,0,1,0,1,0,1,12,2_Musulman,3_Marie polygame,1,1,1,1,1,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
